ワイヤレスダイレクト機能に対応したMultiLink-Panel搭載のIMシリーズで、MultiLink-Panel がアクセスポイント相当の役割を果たすことにより、パソコンやスマートフォンなどのデバイスとダイレクト接続できる機能として、正しいものを選択してください。,マルチアクセス機能,リモートコネクトサポート,ダイレクト接続グループオーナーモード,Web Image Monitor,ダイレクト接続グループオーナーモード
MultiLink-Panelの機能で、ユーザー認証と組み合わせることで利用者ごとにホーム画面をカスタマイズすることができる機能として、正しいものを選択してください。,ワイヤレスダイレクト機能,ユーザー別ホーム画面,RICOH カンタン入出力,お知らせウィジェット,ユーザー別ホーム画面
"お決まり条件印刷の説明です。（　　　）に当てはまる語句として、正しいものを選択してください。
操作部で(　　　)のファイルを選択し、印刷を指示することができます。パソコンなしで印刷できるので、例えば本部サーバー内のチラシデータを同一ネットワークの店舗や営業所から直接印刷することができます。",クラウドストレージ,私書箱,蓄積文書,共有フォルダ,共有フォルダ
トナー自動配送状況のアプリケーション内で表示される情報として、誤っているものを選択してください。,配送トナーの色が表示される,自動通報日が表示される,トナー配送状況が表示される,セットされているトナーの残量が表示される,セットされているトナーの残量が表示される
IDカードコピー/IDカードスキャンのアプリケーションの説明として、誤っているものを選択してください。,免許証や保険証など、IDカードの表面と裏面をA4サイズ1枚に集約してコピーまたはスキャンする,⽤紙1 枚の上下にまとめられるので、⾒やすく、⽤紙も節約できる,スキャンした後プリントできるので、スキャンデータを控えとして保管することが可能,配布資料を簡単にコピーして作成できる。マル秘などのスタンプやページ印字もイメージで確認しながら設定できる,配布資料を簡単にコピーして作成できる。マル秘などのスタンプやページ印字もイメージで確認しながら設定できる
お客様がRICOH Always Current Technologyをインストールする際の入手先として、正しいものを選択してください。,リコーホームページ,MFP付属CD-ROM,アプリケーションサイト,状態確認ボタン,アプリケーションサイト
"RICOH Always Current Technologyを利用するメリットとして、正しいものを選択してください。

メリット①　機器をいつ購入しても最新の機能を利用できる
メリット②　市場状況に応じたタイムリーに開発された新機能を、すぐに利用できる
メリット③　ワークフローに応じた機能を追加して、業務効率を向上できる
メリット④　（　　　）",消耗品が必要なタイミングで管理センターへ自動的に通報し、新しい消耗品をお届けすることができる,つねに最新のセキュリティで、機器を守ることができる,一時利用可能なゲストWi-FiのIDとパスワードをMFP操作パネルから発行することができる,月々の機器カウンターの確認を自動的に実施することができ、お客様の確認が不要となる,つねに最新のセキュリティで、機器を守ることができる
RICOH Always Current Technology V2.3から対応する新しい機能として、最も適切なものを選択してください。,Web Image MonitorからCSV形式でアドレス帳のインポート/エクスポートができる,コピー/スキャナー/ファクスで文書蓄積が利用できる,操作パネルを清掃する際に、20秒間タッチ操作を無効にできる「操作パネル清掃モード」の機能が追加される,スキャナーやファクスでのフォルダー送信でKerberos認証に対応する,操作パネルを清掃する際に、20秒間タッチ操作を無効にできる「操作パネル清掃モード」の機能が追加される
Air Printの説明として、最も適切なものを選択してください。,iPad/iPhone などのiOS やMacOSX に標準搭載されているプリント機能で、iPad/iPhone からMFP に出力できる,Mopria Allianceが提供するMopria Print Serviceアプリを導入すると、Android OSを搭載した端末からMopria認証済みプリンターに手軽に印刷できる,Windows10 に標準搭載されている機能で、WindowsPhone 等からプリンターに出力できる,リコーが提供する複合機・レーザープリンター共通で利用できるプリンタードライバーの名称,iPad/iPhone などのiOS やMacOSX に標準搭載されているプリント機能で、iPad/iPhone からMFP に出力できる
"Android端末から印刷指示をかけることが可能なアプリケーションとして、正しいものを選択してください。

",Mopria、AirPrint,AirPrint、RICOH カンタン入出力,AirPrint、Windows Mobile Printing,Mopria、RICOH カンタン入出力,Mopria、RICOH カンタン入出力
複合機/プリンターにBluetoothでカンタンに接続し、複合機/プリンターにダイレクト印刷やスキャンが可能で、またプロジェクターやインタラクティブホワイトボードにも連携できるスマートデバイスのアプリとして、最も適切なものを選択してください。,RICOH カンタン入出力,カンタン モバイルプリント,クラウドサービスへスキャン送信,IDカードスキャン,RICOH カンタン入出力
マルチアクセス機能の特長に関する記述として、最も適切なものを選択してください。,稼働中のジョブがあった場合でも、次のジョブを受付け、前のジョブが出力完了するのを待って次のジョブ出力を行い、途中の割り込みは実施できません,稼働中のジョブの途中で、他のジョブを自動的に割り込ませ、次のジョブを優先的に処理することができます,稼働中のジョブの途中で、他のジョブを割り込ませるためには、必ず割り込みボタンを押す必要があります,稼働中のジョブの途中で、手動で他のジョブを割り込ませた後は、必ず割り込みボタンを押して割り込み状態を解除しなければ、一旦停止したジョブの出力は始まりません,稼働中のジョブの途中で、他のジョブを自動的に割り込ませ、次のジョブを優先的に処理することができます
"大量のコピーを出力するお客様より「コピー出力中でも受信したファクスを優先的に出力したい」と相談を受けました。
お客様におすすめする機能として、最も適切なものを選択してください。",マルチアクセス機能,ペーパーレスファクス機能,IP-ファクス機能,ノンスタック方式両面機構,マルチアクセス機能
ファクスで問い合わせや受発注業務を行っているお客様に対し、ファクスでのマルチアクセス機能の説明として、最も適切なものを選択してください。,リコーの複合機は、マルチアクセス機能に対応しており、コピーやプリント中の急ぎのファクスを受信し、コピーやプリントが終了した後に確実に出力できます,リコーの複合機は、ファクスのマルチアクセス機能には対応しておらず、コピーやプリント中の急ぎのファクス受信は、コピーやプリントが終了した後に受信を行います,リコーの複合機は、マルチアクセス機能に対応しており、「印刷優先機能設定」で「指定枚数ごと切り替え」に設定いただくことで、コピーやプリント中の急ぎのファクス受信でも、手動で割り込みボタンを押していただくと、一旦停止しファクスを優先して出力することが可能で、急ぎの問い合わせや受発注業務に素早く対応できます,リコーの複合機は、マルチアクセス機能に対応しており、「印刷優先機能設定」で「指定枚数ごと切り替え」を優先する設定をしておけば、コピーやプリント中でも、自動割込みが可能でファクスを優先して出力することができ、急ぎの問い合わせや受発注業務に素早く対応できます,リコーの複合機は、マルチアクセス機能に対応しており、「印刷優先機能設定」で「指定枚数ごと切り替え」を優先する設定をしておけば、コピーやプリント中でも、自動割込みが可能でファクスを優先して出力することができ、急ぎの問い合わせや受発注業務に素早く対応できます
"以下の特長を持つ機能として、正しいものを選択してください。

片面・両面原稿に関わらず複数頁の原稿をまとめて1頁の用紙にコピーし、出力コストの削減につなげることができます。",2色コピー機能,集約コピー機能,マルチアクセス機能,両面コピー機能,集約コピー機能
1 ページのデータを最大9 枚の用紙に分割、拡大して出力ができる機能として、最も適切なものを選択してください。,分割機能,拡大連写,集約機能,製本機能,拡大連写
「コピーで週刊誌のような冊子のしおりを作りたい」というお客様におすすめする機能として、最も適切なものを選択してください。,印字機能,用紙指定変倍機能,マルチアクセス機能,製本機能,製本機能
テキストやマニュアルなどの両面原稿や見開き原稿を効率よくコピーできる機能として、最も適切なもの選択してください。,保留印刷機能,分割機能,試しコピー機能,集約機能,分割機能
"（　　　）に当てはまる語句として、正しいものを選択してください。

IM C7010/C6010/C5510/C4510向けの3000枚中綴じフィニッシャー SR3350に、針なし綴じユニット タイプM58を装着すると、（　①　）と（　②　）の針なし綴じが可能になります。",①奥1ヵ所斜め綴じ　②4ヵ所綴じ,①奥2ヵ所斜め綴じ　②2ヵ所綴じ,①奥2ヵ所斜め綴じ　②4ヵ所綴じ,①奥1ヵ所斜め綴じ　②2ヵ所綴じ,①奥1ヵ所斜め綴じ　②2ヵ所綴じ
IM C7010/C6010/C5510/C4510向けの3000枚中綴じフィニッシャー SR3350の特長として、最も適切なものを選択してください。,標準で針あり、針なし綴じに対応し、お客様の業務やドキュメントに合わせて綴じ種類を使い分けることが可能,3200枚（A4ヨコ）まで積載可能で、オプションを装着することで針なし綴じに対応し、多彩な綴じ種類に対応することが可能,標準で2穴/4穴パンチ機能に対応し、ドキュメントに合わせたパンチ処理を行うことが可能,針なし綴じユニットを装着することで、針なしでの1ヵ所綴じ、2カ所綴じ、中綴じに対応し、環境に優しく後処理を実施することが可能,3200枚（A4ヨコ）まで積載可能で、オプションを装着することで針なし綴じに対応し、多彩な綴じ種類に対応することが可能
"お客様から「丁合や仕分け、紙揃えやステープル止め、パンチ（穴開け）などの資料作成時の面倒な処理を効率化して、生産性を上げるにはどうすればいいか」と質問を受けました。
お客様への回答として、最も適切なものを選択してください。",ノンスタック方式の両面機構を使うと、両面印刷時の生産性が向上します,試しコピー機能を使うと、ミスコピーの発生を防ぐことができ、業務効率が向上します,フィニッシャーを使うと、後処理作業を自動化でき、コピー作業の生産性が向上します,＠リモートを使うと、機器管理業務を軽減でき、生産性が向上します,フィニッシャーを使うと、後処理作業を自動化でき、コピー作業の生産性が向上します
２色コピー機能/２色プリント機能の説明として、誤っているものを選択してください。,2 色コピー機能とは、「黒、基本色12 色、登録色」のいずれかの2 色でコピーをする機能,2色コピーを使うと、後処理作業を自動化でき、コピー作業の生産性が向上する,強調したい部分に色をつける、メリハリをつけるなど、インパクトのあるドキュメントづくりができる,リコーのカラーPPC のパフォーマンスチャージは、2 色コピーでもモノクロと同じ料金,2色コピーを使うと、後処理作業を自動化でき、コピー作業の生産性が向上する
"お客様から「簡易チラシを作成し、モノクロと同料金でインパクトがある印刷をしたい」と相談を受けました。
お客様へおすすめする機能として、最も適切なものを選択してください。",試し印刷機能,2色プリント機能,保存印刷機能,保留印刷機能,2色プリント機能
２色プリントで使える色の組合せ種類の数として、正しいものを選択してください。,2種類,1種類,4種類,3種類,3種類
ファクス誤送信を抑止するために、ファクス送信前に強制的に設定確認画面（番号、件数等）を表示することで、宛先確認を徹底することができる機能として、正しいものを選択してください。,宛先強制確認,宛先繰り返し入力,メモリー送信,同報送信禁止,宛先強制確認
"ファクスの誤送信を抑止するために、送信前に送信文書の内容を確認することができる機能として、正しいものを選択してください。
",送信文書のバックアップ機能,宛先強制確認,宛先繰り返し入力,送信前プレビュー機能,送信前プレビュー機能
ファクス誤送信を抑止するために、確認のために同じ番号を複数回入力し番号が異なっている場合は送信されず、押し間違いによる誤送信を抑止する機能として、正しいものを選択してください。,メモリー送信,直接送信,宛先繰り返し入力,宛先強制確認,宛先繰り返し入力
操作を誤って複数の宛先を指定し送信してしまうことを禁止し、確実に1件だけの指定にすることができるので操作ミスによる誤送信を抑止できる機能として、正しいものを選択してください。,宛先繰り返し入力,宛先強制確認,直接入力禁止,同報送信禁止,同報送信禁止
W-NET FAX機能の説明として、正しいものを選択してください。,電話回線ではなく、IP 網を利用してファクスします。IP アドレスを指定して端末同士で直接通信するため、高速かつ確実な通信が可能なうえ、イントラネット内のファクス通信費がかかりません,Eメールの仕組みを利用してファクス通信します。インターネットを利用することにより、通信コストの削減が可能です。海外など遠隔地への通信コストも大幅に削減できます,フレッツ光ネクスト/ ライトを契約のお客様は、ひかり電話回線を使ったデータ通信サービス（データコネクト）を利用し、IP-ファクス通信が可能になります,Eメールの仕組みを利用しますが、メールサーバーを使わず、機器間で直接通信を行います。これにより、Eメールのサーバーへの負荷低減や、リアルタイムな送受信が実現できます,Eメールの仕組みを利用してファクス通信します。インターネットを利用することにより、通信コストの削減が可能です。海外など遠隔地への通信コストも大幅に削減できます
"お客様から「ファクスの通信コストが高くて困っている」と相談を受けました。
お客様へのアドバイスとして、誤っているものを選択してください。",W-NET FAX機能を使えば、インターネットを利用するので、海外や県外などの遠隔地への通信コストの削減が可能です,PC-FAXドライバーを利用してペーパレスFAX送信を行えば、ファクス送信文書を出力せずに送信が可能なためファクス文書の出力コストの削減が可能です,IP-ファクス機能を使えば、高速かつ確実な通信が可能で、イントラネット内のファクス通信費はかかりません,社外のお客様へは、W-NET FAX、社内の拠点へはIP-ファクスと送信方法を使い分けることでファクス通信にかかるコストを大幅に削減することが可能です,PC-FAXドライバーを利用してペーパレスFAX送信を行えば、ファクス送信文書を出力せずに送信が可能なためファクス文書の出力コストの削減が可能です
"以下の特長を持つ機能として、正しいものを選択してください。

Eメールの仕組みを利用していますが、メールサーバーを使わず、機器間で直接通信を行います。",W－NET FAX,ダイレクトSMTP,IP－ファクス,スキャン to URL,ダイレクトSMTP
"お客様から「Mac OSのパソコンで作成したデータを紙に印刷することなく、直接ファクス送信したい」と要望を受けました。
お客様に提案する機能として、最も適切なものを選択してください。",リコー製PC-FAXドライバー,W-NET FAX,ファクス受信文書の出力切り替え,AirPrint Fax Out,AirPrint Fax Out
"受注業務がメインのお客様より「受信ファクスを紙で出力しないようにできないか」と相談を受けました。
お客様におすすめする機能として、最も適切なものを選択してください。",IP－ファクス機能,ダイレクトSMTP,ペーパーレスファクス受信,スキャン to E－Mail,ペーパーレスファクス受信
外付け増設インターフェースボックス タイプM37を装着し、プリンターとスキャナー機能の両方を使えるネットワーク数はいくつか、正しいものを選択してください。,２つ,５つ,３つ,８つ,３つ
"Macintoshをお使いのお客様より「複合機でプリンター出力したい」と要望を受けました。
お客様に提案するページ記述言語として、最も適切なものを選択してください。",RPCS,PS3,RPDL,R55,PS3
現行のMFPが対応しているプロトコルとして、正しいものを選択してください。,TCP/IP,Bluetooth,無線LAN,RPCS ,TCP/IP
各種プラットフォームと対応ページ記述言語、エミュレーションとの組み合わせとして、正しいものを選択してください。,IBMオンライン環境、PS3,UNIX、R55,Windows、RPCS,Macintosh、PCL,Windows、RPCS
MFPプリンター機能のインターフェースとして標準装備されているものとして、正しいものを選択してください。,IEEE1284,イーサネット,Bluetooth,無線LAN,イーサネット
"RPCSドライバーに関する記述です。（　　　）に当てはまる語句として、正しいものを選択してください。

よく使う印刷設定を保存してワンクリックで呼び出せる（　①　）のタブや、多機能をきめ細かく設定が行なえる項目別のタブから簡単に切り替えて使用できるユーザーインターフェースです。
いつもの文書に視覚的な訴求力をプラスさせる（　②　）機能に対応し確実なコスト削減を実現し、また旧機種や他社機からの入れ替え時に色味を元機に近づけるための多彩な（　③　）に対応し、積極的な他社攻略にも活用できます。",①プログラム設定　②2色プリント　③Fieryコントローラー,①かんたん設定　②クリエーションモード　③カラーバリエーション,①プログラム設定　②クリエーションモード　③カラーバリエーション,①お気に入り　②2色プリント　③カラーバリエーション,①お気に入り　②2色プリント　③カラーバリエーション
複合機・レーザープリンター共通で利用でき、また複数機種が混在する環境でも、同じドライバーで運用が可能でシステム管理者や利用者がドライバーをインストール・維持管理する手間を大幅に削減できるドライバーとして、正しいものを選択してください。,PSドライバー,RPCS Basicドライバー,PCLドライバー,RPDLドライバー,RPCS Basicドライバー
かんたん文書印刷の説明として、誤っているものを選択してください。,カンプリや個人認証AE2の画面デザインが一緒なので本格的なオンデマンド印刷ソリューションへステップアップ提案が可能,社内LAN にスマートデバイスを参加させることなく、Bluetooth やQR コードで簡単に複合機に接続し、スマートデバイスからダイレクトに印刷できる,アプリより印刷設定や印刷指定時刻を変更することができる,印刷文書がMFP本体に留め置かれ、文書一覧から任意の文書を選択し印刷できる,社内LAN にスマートデバイスを参加させることなく、Bluetooth やQR コードで簡単に複合機に接続し、スマートデバイスからダイレクトに印刷できる
後処理も含めた印刷ジョブを保存しておくことで、フィニッシャーを活用した冊子の再印刷などを手軽に行う機能として、最も適切なものを選択してください。,保留印刷機能,保存印刷機能,機密印刷機能,かんたん文書印刷,保存印刷機能
"お客様から「オプション拡張せずに限られた人にしか見られたくない文書を簡単かつ安全に印刷したい」と相談を受けました。
お客様におすすめする機能として、最も適切なものを選択してください。",カンタン私書箱AE2,個人認証システムAE2,保存印刷機能,機密印刷機能,機密印刷機能
オンデマンド印刷機能の説明として、誤っているものを選択してください。,保留印刷機能で、共有プリンターとして使用している場合などに出力物のまぎれ込みを防ぐことが可能,試しコピー機能で、ミスコピーの発生を防ぐことができ、業務効率が向上する,保存印刷機能で、後処理も含めた印刷ジョブを保存しておくことで、冊子の再印刷などを手軽に行うことができる,機密印刷機能で、印刷ジョブにパスワードを設定し、印刷実行を行わずに一時停止させることができる,試しコピー機能で、ミスコピーの発生を防ぐことができ、業務効率が向上する
"以下の特長を持つ機能として、正しいものを選択してください。

スキャンした文書をドキュメントボックスに蓄積し、そのURLをメールで送信。メールを受け取ったあとはWeb Image Monitorから閲覧・引き取りができます。
ネットワーク環境やメールサーバーに容量制限があり、メール送信時、ファイル添付ができない場合などに便利です。",スキャン to URL,スキャン to メディア,スキャン to フォルダ,スキャン to E-mail,スキャン to URL
IMシリーズに内蔵されているHDDに一時的にデータを蓄積し、コピー文書、ファクス送信文書などを何度でも使えるようにする機能として、正しいものを選択してください。,プレビュー機能,保留印刷機能,機密印刷機能,スキャン to ハードディスク（ドキュメントボックス蓄積）,スキャン to ハードディスク（ドキュメントボックス蓄積）
ネットワーク上のWindows共有フォルダーやFTPサーバーにスキャン画像を簡単に保存できる機能として、正しいものを選択してください。,スキャン to E-mail機能,スキャン to フォルダー機能,スキャン to ディレクトリー機能,スキャン to URL機能,スキャン to フォルダー機能
スキャン to フォルダー機能の説明として、正しいものを選択してください。,定額方式でのインターネット常時接続環境なら送信ごとの通信コストは0円です,ネットワーク上のWindowsの共有フォルダーにスキャン画像を簡単に保存することができます,ネットワーク環境やメールサーバーに容量制限があり、メール送信時、ファイル添付ができない場合などに便利です,スキャンした文書をPCレスでUSB メモリーやSD カードに直接保存することが可能です,ネットワーク上のWindowsの共有フォルダーにスキャン画像を簡単に保存することができます
"（　　　）に当てはまる語句として、正しいものを選択してください。

クリアライトPDFは「文字は（　①　）、ファイル容量は（　②　）」という特長を持っています。",①くっきりと読みやすく　②小さい,①つぶれるが　②小さい,①くっきりと読みやすく　②大きい,①つぶれるが　②大きい,①くっきりと読みやすく　②小さい
"高付加価値PDF作成機能についての記述です。（　　　）に当てはまる語句として、正しいものを選択してください。　

紙原稿をスキャンする際、PDFにパスワードを付けると同時に（　①　）することができます。
また、デジタル署名を付加し、（　②　）をチェックできるようにすることができます。",①圧縮　②機密文書,①アクセス権設定　②情報漏えい,①暗号化　②データの改ざん,①設定　②不正利用,①暗号化　②データの改ざん
経理関連の書類等、長期保管が義務付けられている内部統制の文書を電子化するのに適しているフォーマットとして、最も適切なものを選択してください。,PDF,PDF/A,Tiff,Doc（Word）,PDF/A
PDFファイル中の文字検索が行えるほか、コピー＆ペーストによる文字情報の再利用も簡単なPDF作成機能として、最も適切なものを選択してください。,パスワード付PDF,透明テキスト付PDF機能,デジタル署名付PDF,PDF/Aフォーマット,透明テキスト付PDF機能
"以下の説明に該当する認証規格として、正しいものを選択してください。

情報セキュリティのための国際評価規格でIT製品が備えるべきセキュリティ機能が適正に開発されているかを評価し、現在世界の20カ国以上の政府で調達基準となっています。
この認証を取得しているMFPを導入することは、適切にセキュリティ対策がなされていることを証明しています。",SS認証,CC認証,DIA認証,NSA認証,CC認証
"ファクスセキュリティー規格についての記述です。（　　　）に当てはまる語句として、正しいものを選択してください。　

（　　　）とは、情報通信ネットワーク産業協会（CIAJ）がビジネス用途のファクシミリで誤送信の抑止等のセキュリティ向上を目指して制定した規格です。
リコーの複合機は（　　　 ）の認定をうけています。",FAX-NET,ISO,LDAP,FASEC 1,FASEC 1
MFPでコピーやプリントをした際に、一時的に残るデータの漏えいを懸念されるお客様に対して提案する機能として、最も適切なものを選択してください。,個人認証システムAE2,HDD残存データ消去／HDD暗号化機能,ユーザーコード認証,FASEC,HDD残存データ消去／HDD暗号化機能
"（　　　）に当てはまる語句として、正しいものを選択してください。

「RICOH カーボンオフセットサービス」は、複合機がライフサイクルで排出するCO2量について（　　　）を利用してオフセットし、お客様へカーボンオフセット証明書を発行する有償サービスです。",J-クレジット制度,エコ・ファースト制度,環境配慮制度,排出量算定制度 ,J-クレジット制度
リコー商品の環境対応の説明として、誤っているものを選択してください。,MFPとしてカラーユニバーサルデザイン認証を取得しています,複写機の効果的な省エネと素早いウォームアップによる使い易さを両立する技術の「QSU」を搭載しています,IMシリーズでは、マニュアルを電子化しています,市販回収材から再生したプラスチックを製品の一部に採用しています,MFPとしてカラーユニバーサルデザイン認証を取得しています
"（　　　）に当てはまる語句として、正しいものを選択してください。

リコーは環境保全と事業成長を同時に実現する環境経営を進めています。その中で製品に対し（　　　）、「省資源・リサイクル」、「汚染防止」の3つの領域で活動を展開しています。",温暖化防止・人にやさしい,省エネルギー・温暖化防止,省エネルギー・安全安心,省エネルギー・ワークスタイルの変革,省エネルギー・温暖化防止
"「できるだけ省エネ、環境に配慮した機器を購入したい」というお客様にリコーの機器をアピールする際に、不適切なものを選択してください。",IMシリーズでは、一部の機種でカーボンオフセットのサービスを提供しています,リコー製品は搬送の際、機器の破損を防ぐため、木枠を使い厳重な梱包を行っています,リコー製品は最先端の省エネルギー設計やリサイクル設計により、高い環境性能を実現しています,IMシリーズでは、マニュアルを電子化することにより、紙の削減をし森林保護に貢献しています,リコー製品は搬送の際、機器の破損を防ぐため、木枠を使い厳重な梱包を行っています
トナー自動配送や機器のご使用状況報告などで機器管理業務の軽減を図りたいというお客様の要望にお応えするサービスとして、最も適切なものを選択してください。,Web Image Monitor,RICOH Always Current Technology,＠Remote,MultiLink-Panel,＠Remote
"@ Remoteのアピールポイントです。（　　　）に当てはまる語句として、正しいものを選択してください。

リモート保守による（　①　）や自動通報機能での迅速な（　②　）などがアピールポイントになります。
導入した機器を安心、快適に活用したいという、全てのお客様にお応えします。",①消耗品発注業務の軽減　②消費電力量とCO2排出量の把握,①故障の未然防止　②消費電力量とCO2排出量の把握,①消耗品発注業務の軽減　②故障手配,①故障の未然防止　②故障手配,①故障の未然防止　②故障手配
＠Remoteで提供していないサービスとして、正しいものを選択してください。,カウンター自動検針,遠隔診断保守,遠隔エラー復旧,ご使用状況報告,遠隔エラー復旧
＠Remoteのご使用状況報告書サービスの説明として、誤っているものを選択してください。,両面、集約等の機能活用状況の確認,機器導入後の稼働状況の把握,消費電力量とCO2排出量（試算値）の把握,利用者別活用状況の確認,利用者別活用状況の確認
RICOH IM C7010/C6010/C5510/C4510/C3510/C3010/C2510の特長として、誤っているものを選択してください。,１パス両面ADFは用紙対応力が強化され、小サイズや薄紙原稿に対応し、1分間に300ページ/分の高生産性により紙原稿の電子化作業を効率化する,本体樹脂総重量の約50%に再生プラスチックを使用など、環境性能を強化して、お客様の環境経営に貢献する,"TPM2.0やWPA3,TLS1.3など最新のセキュリティ機能やRICOH Always Current Technologyに対応し、お客様のセキュリティリスクを軽減する",インナー紙折りユニットを装着することでZ 折り/ 二つ折り/ 外三つ折り/ 内三つ折りの全ての折り方で重ね折りが可能になり、請求書の封入作業を効率化する,インナー紙折りユニットを装着することでZ 折り/ 二つ折り/ 外三つ折り/ 内三つ折りの全ての折り方で重ね折りが可能になり、請求書の封入作業を効率化する
RICOH IM C7010/C6010/C5510/C4510/C3510/C3010/C2510/C2010で強化している環境対応について、正しいものを選択してください。,再生プラスチックを本体樹脂総重量の約60%に採用,低融点の新しいトナーを採用,本体やトナーの梱包にプラスチック素材を使用,標準で針なし綴じに対応し、環境にやさしい綴じに対応,低融点の新しいトナーを採用
帳票スキャン拡張ユニットの特徴について、正しいものを選択してください。,不定形サイズの読み取り時には原稿サイズの入力が必要,RICOH IM C7010専用のオプションです,領収書などの不定形サイズの原稿を自動でサイズ検知し、一度にまとめてスキャンできます,手書き文字でもOCRの精度を向上させることができます,領収書などの不定形サイズの原稿を自動でサイズ検知し、一度にまとめてスキャンできます
RICOH IM C6010SD/C4510SD/C3010SDの特徴として、誤っているものを選択してください。,AI技術を駆使して文字情報をベースに機器が天地を判断、最適な向きに画像補正,「音検知」「たわみ検知「重送検知」の3つの原稿保護機能を搭載,レシートや不定形サイズの領収書など自動原稿送り装置（ADF）でまとめて読み取りが可能,フルカラー両面200ページ/分の高速スキャンを実現,AI技術を駆使して文字情報をベースに機器が天地を判断、最適な向きに画像補正
RICOH IM C6010SD/C4510SD/C3010SDの特徴として、最も適切なものを選択してください。,オプションで自動原稿送り装置（ADF）を変更することが可能,連送モードに切り替えることで、複写原稿やプラスチックカードの読み取りが可能,OCR機能を標準で利用可能,本体樹脂総重量の50%に再生プラスチックを使用,OCR機能を標準で利用可能
RICOH IM C6010SD/C4510SD/C3010SDの単送モードに切り替え、読み取れる原稿の種類として、誤っているものを選択してください。,製本済み契約書,封筒,パスポート,複写式原稿,パスポート
RICOH IM 6000/5000/4000/3500/2500シリーズに搭載の図面やバーコード付きの帳票といった高解像度の印刷が求められるドキュメントでも、生産性を維持しつつ高解像度印刷が可能な機能として、正しいものを選択してください。,"1,200dpi 速度優先モード",2色プリント,地紋印刷,機密印刷,"1,200dpi 速度優先モード"
