"会社法の改正では、会社設立に出資すべき下限額の制度が撤廃され、制度上は資本金0円でも株式会社設立が可能になりました。
下限額の制度撤廃の理由として、最も適切なものを選択してください。",投資家を保護するため,企業の経営破綻件数を減少させるため,M＆Aを活発にするため,会社設立のハードルを低くして、創業を促進するため,会社設立のハードルを低くして、創業を促進するため
会社法に関する記述として、最も適切なものを選択してください。,株式会社は資本金が300万円以上必要である,外国企業による日本企業の三角合併が防止された,会社法施行前に設立された有限会社もすべて株式会社の商号を用いることになった,新しく創設された「合同会社」は会社の内部関係について組合的規律が適用される,新しく創設された「合同会社」は会社の内部関係について組合的規律が適用される
"お客様が新たな子会社の設立を検討しており、現行の会社法における株式会社について質問を受けました。
株式会社に関する記述として、正しいものを選択してください。",株式会社には必ず監査役の設置が必要である,株式会社の取締役は5名以上必要である,株式会社の最低資本金制度が見直され、制度上は資本金0円でも株式会社を設立することができる,"会社設立の出資額の下限は1,000万円である",株式会社の最低資本金制度が見直され、制度上は資本金0円でも株式会社を設立することができる
外国企業が日本に子会社を設立し、その子会社が親会社の株を活用して他の会社を吸収合併することができるようにした形態を表す言葉として、最も適切なものを選択してください。,三角合併,子会社連結,間接合併,M＆A,三角合併
開発・製造・販売・物流・経理などの役割機能別に編成した組織を意味するものとして、最も適切なものを選択してください。,カンパニー制組織,機能別組織,スタッフ組織,事業部制組織,機能別組織
各事業別の権限と責任を明確にするために事業単位に編成された組織の名称として、最も適切なものを選択してください。,事業部制組織,ライン組織,スタッフ組織,機能別組織,事業部制組織
ライン＆スタッフ組織におけるスタッフ部門として、不適切なものを選択してください。,総務部門,営業部門,経理部門,システム部門,営業部門
製品計画や販売計画の関連の中で、生産計画を立て、日程計画や工程計画、資材管理などを担う部門として、最も適切なものを選択してください。,生産管理部門,経営企画部門,研究開発部門,製造部門,生産管理部門
研究開発部門の機能として、最も適切なものを選択してください。,顧客のニーズを汲み上げ、新製品を開発し、市場に投入する役割を担う,経営に役立つ情報システムの開発やユーザ部門への利用推進を担う,顧客に働きかけ、商品やサービスを販売・受注する,経営計画の立案、経営組織の問題点の抽出や将来に向けての改善策を検討する,顧客のニーズを汲み上げ、新製品を開発し、市場に投入する役割を担う
購買部門の機能として、最も適切なものを選択してください。,顧客に働きかけ、商品やサービスを販売・受注する,流通業などで販売する商品を仕入れる,製造業などで原材料を購買する,企業の資金調達、運用などを的確に把握し、調整管理する,製造業などで原材料を購買する
"部門間の関わりの説明です。（　　　）に当てはまる語句として、最も適切なものを選択してください。

企業の各部門は、単独で機能しているわけではなく、相互に（　　　）し、組織として活動しています。",敵対視,孤立,癒着,連携,連携
"企業経営で、「人・モノ・金・情報」という資源を投入する目的は、何を生み出すためですか。
最も適切なものを選択してください。",連帯意識,付加価値,やる気,組織,付加価値
"企業経営では、付加価値を生み出すために「人・モノ・金・情報」という資源を投入します。
その資源の名称として、最も適切なものを選択してください。",時間資源,運用資源,材料資源,経営資源,経営資源
付加価値を生み出すために投入される経営資源のうち、部門間の流れとして、不適切なものを選択してください。,物の流れ,人の流れ,お金の流れ,情報の流れ,人の流れ
人事部門の仕事の説明として、誤っているものを選択してください。,低コスト資金の調達を行う,人材の採用・配置を行う,人材の業績評価基準を作成する,給与体系を構築する,低コスト資金の調達を行う
経理部門の仕事の説明として、誤っているものを選択してください。,売掛金の回収,財務諸表の作成と提供,人材の採用・配置,資金を調達運用したり、日々の経理伝票集計,人材の採用・配置
一般的に、人事部門の役割として、不適切なものを選択してください。,人材採用,財務会計,人材評価,人材配置,財務会計
情報システム部門の主な機能として、不適切なものを選択してください。,支援,操作,運用,開発,操作
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

（　　　）とは、企業活動をより効果的・効率的なものにするための管理業務のことです。
代表的なものとして、販売管理、経理業務、人事労務管理が挙げられます。",定型業務,直接業務,間接業務,基幹業務,基幹業務
"インボイス制度についての説明です。（　　　）に当てはまる語句として、最も適切なものを選択してください。

インボイス制度とは、仕入税額控除を受けるための新たな制度です。
売上高が（　①　）万を超える事業者（課税事業者）は、適格請求書発行事業者の登録を行い、発行する（　②　）に登録番号など要件に定められた情報を記載しなければなりません。受領する場合もインボイス制度の要件に則った保存が必要となります。
インボイスとは、適用税率や税額などの一定の事項が記載された（　②　）に類する書類のことです。","①1,000　②提案書や見積書",①500　②請求書や領収書,"①1,000　②請求書や領収書",①500　②提案書や見積書,"①1,000　②請求書や領収書"
販売管理業務の目的として、不適切なものを選択してください。,顧客満足度向上,収益確保,業務管理,人員配置,人員配置
経理業務の月次の業務として、最も適切なものを選択してください。,給与計算,現金の出納管理,年末調整,決算業務,給与計算
人事労務管理業務の目的として、不適切なものを選択してください。,人材確保,顧客満足度向上,コンプライアンスの徹底,職場環境の改善,顧客満足度向上
財務分析の手法で、どれだけの支払い能力があるかを分析し、流動性分析とも呼ばれるものとして、最も適切なものを選択してください。,生産性分析,安全性分析,収益性分析,成長性分析,安全性分析
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

労働基準法改正で2023年4月から月（　①　）時間を超える時間外労働の割増賃金率が引き上げられます。中小企業においても（　②　）％割増となりました。",①48　②60,①40　②50,①60　②50,①30　②50,①60　②50
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

働き方改革は、（　①　）が、個々の事情に応じた多様で柔軟な働き方を、自分で（　②　）できるようにするための改革です。",①正社員　②計画,①働く方々　②計画,①正社員　②選択,①働く方々　②選択,①働く方々　②選択
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

デジタル化は3つの段階に分解されます。そのうちの1つである「デジタルトランスフォーメーション」は（　　　）のデジタル化です。",個別業務プロセス,アナログ・物理データ,全体業務・プロセス,経営,全体業務・プロセス
"IT導入を検討されているお客様からTCO削減の取り組み例について質問を受けました。
取り組み例として、最も適切なものを選択してください。",社内ヘルプデスクの充実,キャッシュフロー経営,排出量取引への参加,調達物品のグリーン購入の促進,社内ヘルプデスクの充実
TCOの削減に関する記述として、最も適切なものを選択してください。,TCOの削減のために国が率先してリサイクルを進めている,TCOの削減はIT資産運用時のトラブルを減らすことが最重要視される,TCOの削減の手段の1つに多頻度配送がある,TCOの削減では直接的・間接的な費用を含めた総合的なコスト削減をめざす,TCOの削減では直接的・間接的な費用を含めた総合的なコスト削減をめざす
TCOの削減に関する記述として、不適切なものを選択してください。,TCO削減のためにIT機器をスムーズに利用できるよう、社員教育を行う,TCOの削減では、ハードウェアやソフトウェアの導入費用の削減を重視する,TCO削減のためにソフトウェアを自動的にバージョンアップする仕組みを導入する,TCOの削減では、ITの導入、維持・管理にかかる直接的・間接的な費用を含めた総合的なコスト削減をめざす,TCOの削減では、ハードウェアやソフトウェアの導入費用の削減を重視する
TCO削減に向けた具体的な取り組みとして、不適切なものを選択してください。,長時間労働の是正,バージョンアップの迅速・効率化,耐久性に優れ、修理が容易な機器の導入,社員研修プログラムの充実,長時間労働の是正
SDGｓ（持続可能な開発目標）についての記述として、最も適切なものを選択してください。,各企業・団体が持続可能な成長を実現するための世界的な枠組み作りに参加する自発的な取り組み,機関投資家が連携し、企業に対して気候変動への戦略や具体的な温室効果ガスの排出量に関する公表を求めるプロジェクト,2016年から2030年までの国際目標で持続可能な世界を実現するための17のゴール・169のターゲットから構成,女性の活躍推進に積極的に取り組む企業の行動原則,2016年から2030年までの国際目標で持続可能な世界を実現するための17のゴール・169のターゲットから構成
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

近年、世界中で、環境破壊、貧困など様々な社会的問題が深刻化しています。そして個々の組織の活動が社会に与える影響はますます大きく、そして広がるようになってきており、世界中のあらゆる組織に対して、（　　　）がより強く求められるようになってきています。",倫理に即した行動,社会的に責任ある行動,顧客満足を追求する行動,社員を大事にする行動,社会的に責任ある行動
企業が社会的責任を果たす最大のメリットとして、最も適切なものを選択してください。,社会から信頼を得る,新規市場を開拓する,売上げを伸ばす,社員の満足度を上げる,社会から信頼を得る
CSR（企業の社会的責任）を果たすことによって得られるメリットとして、不適切なものを選択してください。,組織の評判、知名度、ブランドの向上,従業員の採用・定着・士気向上、健全な労使関係への効果,法人減税など、税制面での優遇措置,資金調達の円滑化、販路拡大、安定的な原材料調達,法人減税など、税制面での優遇措置
"ISMSでは「機密性・完全性・可用性」の３要素をバランスよく維持することを目指しています。
３要素の中の「機密性」の説明として、最も適切なものを選択してください。",必要な情報を探し出し、処理することができる特性,認可されていない個人、組織又はプロセスに対して、情報を使用不可又は非公開にする特性,情報や処理を不正に改ざん、破壊されないように保護する特性,認可された利用者が要求したときに、アクセス及び使用が可能である特性,認可されていない個人、組織又はプロセスに対して、情報を使用不可又は非公開にする特性
ISMSの目的として、最も適切なものを選択してください。,企業や組織の情報資産を明確にし、保護や活用を行う,組織活動、製品及びサービスの環境負荷の低減を図る仕組みの構築,食品の安全を確保する仕組みの構築,製品やサービスの質の向上を図る仕組みの構築,企業や組織の情報資産を明確にし、保護や活用を行う
ISMSの中で、情報セキュリティの3要素として、誤っているものを選択してください。,完全性,可用性,機密性,管理性,管理性
"（　　　）に当てはまる語句として、正しいものを選択してください。

ISMS では「機密性・完全性・可用性」の３要素をバランスよく維持し、情報セキュリティの（　　　）改善を目指しています。",長期的,暫定的,継続的,一時的,継続的
ISMSによる情報セキュリティマジメントのサイクルとして、不適切なものを選択してください。,ISMSの監視及びレビュー,ISMSの確立,ISMSの認証取得,ISMSの維持及び改善,ISMSの認証取得
情報セキュリティにおけるリスクの対応方法の、リスクの低減の説明として、最も適切なものを選択してください。,リスクを他社などに移す,脆弱性に対して情報セキュリティ対策をとることにより、脅威発生の可能性を下げる,脅威発生の要因を停止あるいは全く別の方法に変更する,リスクを低減するためのセキュリティ対策を行わず、許容範囲内として受容する,脆弱性に対して情報セキュリティ対策をとることにより、脅威発生の可能性を下げる
情報セキュリティにおける人為的な意図的脅威の例として、最も適切なものを選択してください。,障害,ヒューマン・エラー,地震、洪水、台風、落雷,不正侵入、ウイルス、改ざん,不正侵入、ウイルス、改ざん
情報セキュリティにおけるリスクの対応方法で、リスクの低減にあたる対策例として、最も適切なものを選択してください。,行わない（リスクを意図的に受け入れる）,保存する情報を暗号化,Web上での公開を停止,リスク保険などで損失を充当,保存する情報を暗号化
中小企業における情報セキュリティの現状に関わる説明として、不適切なものを選択してください。,大企業と比べて情報セキュリティに対する取り組みが遅れている,ITに強い企業では情報セキュリティ対策が進んでいる,情報管理に対する意識は高い,情報漏えいにまつわる事故が後を絶たない,情報管理に対する意識は高い
中小企業における情報セキュリティの現状について、不適切なものを選択してください。,総じて情報管理に対する意識は高く、問題はない,情報管理のルールがない,ルールがあっても徹底されていない,情報漏えいにまつわる事故が後を絶たない,総じて情報管理に対する意識は高く、問題はない
企業で実施するネットワークやコンピューターなどに対する情報セキュリティ対策の方針や行動指針を意味する言葉として、正しいものを選択してください。,情報セキュリティポリシー,情報マネジメントシステム,プライバシーマーク,情報セキュリティグランドデザイン,情報セキュリティポリシー
一般的な情報セキュリティポリシーの構成要素として、不適切なものを選択してください。,実施手順・運用規則等,対策基準,基本方針,経営計画,経営計画
情報セキュリティポリシー導入の効果として、最も適切なものを選択してください。,業務の簡素化につながる,ISO9001の認証を取得できる,企業の信頼性が向上する,TCO削減につながる,企業の信頼性が向上する
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

情報セキュリティポリシーを導入すると、組織内の（　　　）が明らかになり、効果的なセキュリティ対策が可能になります。",機密性,維持体制,組織規模,情報資産,情報資産
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

情報セキュリティポリシーを導入する上で重要なことは、（　　　）を共有するすべての社員が適切な情報セキュリティ意識を持つようにすることです。",情報リスク,セキュリティ対策,情報資産,ソフトウェア,情報資産
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

情報セキュリティポリシーを導入する効果の一つとして、社員や職員の情報セキュリティに対する（　　　）の向上が挙げられる。",技術,コスト削減,生産性,意識,意識
"2017年5月に個人情報保護法が改正され、「要配慮個人情報」の考え方が追加されました。
要配慮個人情報として、正しいものを選択してください。",ＩＰアドレス,売上情報,電話番号,病歴,病歴
"コールセンターを運営しているお客様と個人情報保護についてお話をしました。
個人情報保護法における「個人情報」の定義として、最も適切なものを選択してください。
",消費者に関する情報であって、契約に伴う事業活動によって入手したもの,生存する個人に関する情報であって、 特定の個人を識別することができるもの,生存する個人に関する情報であって、 契約に伴う事業活動によって入手したもの　,消費者に関する情報であって、 特定の個人を識別することができるもの　,生存する個人に関する情報であって、 特定の個人を識別することができるもの
"（　　　）に当てはまる語句として、正しいものを選択してください。

2017年5月の個人情報保護法の改正によって、取り扱う個人情報が（　　　）人分以下の事業者も規制の対象となった。",500,"1,000","3,000","5,000","5,000"
"（　　　）に当てはまる語句として、正しいものを選択してください。

2005年に個人の権利・（　①　）の保護を目的とした「個人情報保護法」が施行されました。
さらに、個人情報の（　②　）とのバランスを図るため、2017年5月に個人情報保護法が改正されました。",①利益　②可用性,①利益　②有用性,①財産　②有用性,①財産　②可用性,①利益　②有用性
"（　　　）に当てはまる語句として、正しいものを選択してください。

2017年5月の個人情報保護法改正により、原則として本人の同意を得ることが義務化された個人情報を（　　　）と呼ぶ。",要確認個人情報,個人識別符号,個人承諾情報,要配慮個人情報,要配慮個人情報
環境マネジメントシステムの規格として、正しいものを選択してください。,ISO27001,ISO14001,ISO22000,ISO9001,ISO14001
取引先から「品質管理の仕組みができており、品質が保証されている」という評価を受けられる認定規格として、最も適切なものを選択してください。,ISO14001,ISO27001,ISO9001,ISO22000,ISO9001
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

ISO14001の認証を受けるためには、できるだけ（　　　）負荷をかけないしくみを作ることが求められます。",事業,環境,品質管理,業務,環境
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

ISO9001では、製造業（金属、電気、電子、ゴム・プラスチックなど）、サービス業、（　　　）で認証が進んでいます。",情報通信業,医療、福祉,金融業,建設業,建設業
"先進国だけに温室効果ガスの排出削減対策を義務づけていた京都議定書に変わり、全ての国が参加する公平な合意がなされた会議を何といいますか。
最も適切なものを選択してください。",COP18,COP19,COP20,COP21,COP21
"環境問題について調べたところ、京都議定書はとても重要であることがわかりました。
京都議定書で合意したことについて、最も適切なものを選択してください。",温室効果ガスの排出量を市場で売買するシステムの導入,先進国における、温室効果ガスの排出量削減の数値目標,温室効果ガス排出量が多い大規模事業所に排出量削減の義務を課すこと,温室効果ガスの排出量の先進国と新興国の割合,先進国における、温室効果ガスの排出量削減の数値目標
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

1997年、先進国が温室効果ガスの排出量削減に向けた数値目標を合意した（　　　）を採択した。",京都議定書,アジェンダ21,パリ協定,リオデジャネイロ宣言,京都議定書
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

政府は、環境省を中心に、（　　　）に基づいて環境基本計画を立て、環境対策のためのさまざまな施策を進めています。",環境基本法,自然環境保全法,公害対策基本法,京都議定書,環境基本法
"2030年度の温室効果ガス排出量を2013年度比で26%削減するという目標達成のために、日本が世界に誇る省エネ・低炭素型の製品・サービス・行動など温暖化対策に寄与するあらゆる「賢い選択」を促す国民運動を何といいますか。
最も適切なものを選択してください。",チャレンジ25キャンペーン,COOL CHOICE,クールビズ,アジェンダ21,COOL CHOICE
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

2030年度の温室効果ガス排出量を2013年度比で26%削減するという目標達成のために、日本が世界に誇る省エネ・低炭素型の製品・サービス・行動など温暖化対策に寄与するあらゆる（　　　）を促す国民運動をCOOL CHOICEと呼ぶ。",賢い選択,経済的な選択,格好いい選択,冷静な選択,賢い選択
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

ホームページ上での情報開示や各種説明会の開催、年次報告書・広報誌の刊行など、投資家との良好な関係性の構築と維持のための広報活動を（　　　）と呼ぶ。",MR,プロモーション,プレスリリース,IR,IR
管理会計の説明として、正しいものを選択してください。,会社法や金融商品取引法などの法律に規制されて実施される会計,株主、銀行、取引先、税務署などに、客観的で公正な財務状況を開示するための会計,現預金の管理、売上・債権の管理など日々の資金管理のための会計,経営者や管理者が経営の意思決定を行うための財務情報を提供することを目的とした会計,経営者や管理者が経営の意思決定を行うための財務情報を提供することを目的とした会計
企業経営における財務の役割として、最も適切なものを選択してください。,企業経営の根幹に関わるもので、資金面における経営活動,企業がおこなう市場創造と維持のための総合的な活動,企業の製品等を世の中に認知してもらうように、直接的に宣伝活動を行う,企業の売上を増やすため、直接的に営業活動を行う,企業経営の根幹に関わるもので、資金面における経営活動
財務会計の説明として、正しいものを選択してください。,株主、銀行、取引先、税務署などに、客観的で公正な財務状況を開示するための会計,会社法や金融商品取引法などの法律に規制されて実施される会計,経営者や管理者が経営の意思決定を行うための財務情報を提供することを目的とした会計,現預金の管理、売上・債権の管理など日々の資金管理のための会計,株主、銀行、取引先、税務署などに、客観的で公正な財務状況を開示するための会計
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

管理会計には、（　　　）、原価計算、予算管理などがあります。",現預金の管理,売上・債権管理,財務分析,財務諸表の作成,財務分析
"損益計算書には5つの利益があります。
営業利益に営業外収益をプラスし、営業外費用をマイナスして算出する利益で、通常の事業活動によって稼いだ利益を何といいますか。
正しいものを選択してください。",経常利益,税引前当期利益,当期純利益,売上総利益,経常利益
営業利益の算出方法として、正しいものを選択してください。,経常利益に特別利益をプラスし、特別損失をマイナスして算出,税引前当期利益から法人税などをマイナスして算出,売上高から売上原価をマイナスして算出,売上総利益から販売費及び一般管理費をマイナスして算出,売上総利益から販売費及び一般管理費をマイナスして算出
損益計算書から読み取れる利益のうち、不適切なものを選択してください。,利益剰余金,当期純利益,税引前当期利益,経常利益,利益剰余金
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

損益計算書をみる場合は、利益や損失の絶対額だけでなく、その原因を探るために、営業損益、経常損益、税引前当期損益、（　　　）のいずれかで利益か損失かを確かめ、収益力を判断する必要があります。",ローリングプラン,当期純損益,総資本金,売上総利益,当期純損益
"お客様の損益計算書を年度別に見せていただいたところ、営業利益率は大きな変化はないが、経常利益率が変動していました。
想定される要因の1つとして、最も適切なものを選択してください。",固定資産の売却益,水道光熱費,仕入れ部品の費用,借入金の支払利息,借入金の支払利息
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

（　　　）＝（売上高-売上原価-販売費及び一般管理費）÷売上高×100％",営業利益率,売上総利益率,経常利益率,資本回転率,営業利益率
財務状況が健全であるかどうかを知ることができるものとして、最も適切なものを選択してください。,貸借対照表,戦略マップ,ローリングプラン,業務記述書,貸借対照表
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

資産は流動資産、固定資産、（　　　）資産に分かれます。",貸出,不動,繰延,繰上,繰延
貸借対照表の「固定資産」に分類される科目として、最も適切なものを選択してください。,利益剰余金,売掛金,長期借入金,投資有価証券,投資有価証券
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

貸借対照表に記載される負債のうち、支払期日が1年以内の負債のことを（　　　）と呼ぶ。",未払負債,固定負債,流動負債,短期負債,流動負債
流動資産が4千万円、流動負債が2千万円の会社の財務状況についての説明として、最も適切なものを選択してください。,流動比率が50％で、資金繰りに余裕があり、安全性が高い,流動比率が200％で、資金繰りに余裕があり、安全性が高い,流動比率が200％で、資金繰りが厳しく、安全性が低い,流動比率が50％で、資金繰りが厳しく、安全性が低い,流動比率が200％で、資金繰りに余裕があり、安全性が高い
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

貸借対照表から（　　　）を計算して、経営状態を判断することができます。",営業活動,売上総利益,アンゾフの成長ベクトル,経営指標,経営指標
流動比率の計算式として、最も適切なものを選択してください。,流動資産÷流動負債×100％,流動負債＋流動資産×100％,流動負債÷流動資産×100％,流動負債－流動資産×100％,流動資産÷流動負債×100％
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

中小企業の自己資本比率は一般的に低い傾向にありますが、望ましくは（　　　）％以上です。",15,30,50,80,30
貸借対照表などの財務諸表をみて判断した内容として、最も適切なものを選択してください。,流動資産が流動負債を大きく上回っているため、資金繰りに余裕がある,買掛金が過大に増加しているため、債権回収が滞っていることが考えられる,借入れを金融機関に大きく依存していても、金融機関に自社の経営を左右されることはない,商品が増加していても、売上高が前期に対して低下している場合には、過剰在庫とは考えられない,流動資産が流動負債を大きく上回っているため、資金繰りに余裕がある
自己資本比率が望ましい水準を上回るものとして、正しいものを選択してください。,"純資産70,000千円、負債170,000千円","純資産30,000千円、負債80,000千円","純資産60,000千円、負債150,000千円","純資産40,000千円、負債90,000千円","純資産40,000千円、負債90,000千円"
"ベンチャー企業のお客様から「キャッシュフロー経営を行っている」と伺いました。
キャッシュフロー経営に関する記述として、最も適切なものを選択してください。",すべての株式会社にキャッシュフロー計算書の作成が義務付けられている,キャッシュフロー計算書では、管理活動、営業活動、投資活動それぞれの現金の減少の原因のみを明らかにする,キャッシュフロー経営には、キャッシュフロー計算書が欠かせない,キャッシュフロー経営では、当期の現金の増大を最重要視する,キャッシュフロー経営には、キャッシュフロー計算書が欠かせない
キャッシュフロー経営の説明として、最も適切なものを選択してください。,今月の現金増減だけを重視する,将来にわたって現金が持続的に生み出されるような経営を行う,毎日の現金増減だけを重視する,当期の現金増減だけを重視する,将来にわたって現金が持続的に生み出されるような経営を行う
キャッシュフロー計算書の説明として、最も適切なものを選択してください。,会計期間の期末における財務状況を表すもの,1 会計期間（通常は1 年）の経営成績で、収益力を表わすもの,営業活動、投資活動、財務活動それぞれの現金の増加・減少の原因を明らかにするもの,毎年度の利益や損失が積み重なったもの,営業活動、投資活動、財務活動それぞれの現金の増加・減少の原因を明らかにするもの
将来にわたる売上・利益の拡大やコスト削減、そのための適正な投資を判断するための財務諸表として、最も適切なものを選択してください。,キャッシュフロー計算書,損益計算書,貸借対照表,バランスシート,キャッシュフロー計算書
"お客様の会社のキャッシュフロー計算書を見せていただきました。
キャッシュフロー計算書の見方として、正しいものを選択してください。",投資活動のキャッシュフローがマイナスの場合は、会社が持っている設備などを売った金額が投資金額を上回っている,営業活動のキャッシュフローがプラスの会社は本業が順調で、マイナスの会社は本業で苦戦している,投資活動のキャッシュフローは、優良企業ではプラスであることが普通である,キャッシュフロー計算書は、現金を出す場合はプラス、現金が入る場合はマイナスの表示になる,営業活動のキャッシュフローがプラスの会社は本業が順調で、マイナスの会社は本業で苦戦している
キャッシュフロー計算書の説明として、不適切なものを選択してください。,優良企業の場合、投資活動によるキャッシュフローの増減額は、一般的にはプラスを示す,キャッシュフロー計算書は貸借対照表、損益計算書とともに公開（上場）企業には、その作成が義務づけられている,キャッシュフロー計算書とは営業活動、投資活動、財務活動のそれぞれの現金の増加・減少の原因を明らかにし、現金の流れを確認する財務諸表である,営業活動のキャッシュフローがプラスの場合は本業が順調であることを示す,優良企業の場合、投資活動によるキャッシュフローの増減額は、一般的にはプラスを示す
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

キャッシュフロー計算書は、営業活動、（　　　）活動、財務活動それぞれの現金の増加・減少の原因を明らかにして、現金の流れを確認する財務諸表です。",開発,購買,研究,投資,投資
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

会社法では大会社、金融商品取引法では上場会社のみが内部統制の対象になっていますが、顧客や取引先企業から選ばれる企業になるためには、中小企業においても内部統制により経営の（　　　）を確保することが重要です。",専門性,確実性,将来性,透明性,透明性
"2007年2月15日に企業会計審議会から公表された「財務報告に係る内部統制の評価及び監査の基準」によれば、内部統制とは、4つの目的を達成するための企業内の業務のプロセスのことを指します。
この4つのプロセスのうち、誤っているものを選択してください。",業務の有効性及び効率性,財務報告の信頼性,企業理念の遵守,事業活動に関わる法令等の遵守,企業理念の遵守
"内部統制の目的を達成するための6つの構成要素についての記述です。（　　　）に当てはまる語句として、最も適切なものを選択してください。

統制環境・リスク評価と対応・統制活動・情報と伝達・（　①　）・（　②　）。",①モニタリング　②ITへの対応,①体制の整備　②業務の適正確保,①業務の有効性　②業務の効率性,①法令順守　②資産の保全,①モニタリング　②ITへの対応
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

2007年9月に施行された（　　　）では、2008年4月から始まる会計年度から「内部統制報告書」を有価証券報告書に併せて提出することを義務づけました。",企業会計法,会社法,内部統制法,金融商品取引法,金融商品取引法
"経営プロセスについての説明です。どのプロセスについて述べたものか、正しいものを選択してください。

企業の目指す姿、どのような企業になりたいかを時代環境に応じて表現したもの。",企業理念／ミッション,事業計画,企業目標／ビジョン,経営方針／経営目標,企業目標／ビジョン
