"以下の特徴に当てはまるOSとして、最も適切なものを選択してください。

・オープンソースのOSで、ディストリビューションとして配布されている
・サーバー用途で利用されることが多い",Windows,UNIX,macOS,Linux,Linux
Chrome OSの説明として、正しいものを選択してください。,Apple社が開発したMacintosh用OSで、パーソナルコンピューターで初めてGUI環境を実現した,Google社が開発したPC用のOSで、基本的にはアプリケーションやデータをクラウド上に保存する仕様になっている,AT&Tベル研究所で開発されたOSで、その後AIX、HP-UX、Solaris、BSDなど多くの派生形が生まれている,Google社によって開発されたスマートデバイス用OSで、世界シェア1位となっている,Google社が開発したPC用のOSで、基本的にはアプリケーションやデータをクラウド上に保存する仕様になっている
UEFIに関する記述として、正しいものを選択してください。,長年使用されてきたファームウェアである,2TB以上の大容量ディスクに対応している,設定で使用できるのはキーボードのみでマウスは使用できない,16ビットプロセッサモードで実行する必要がある,2TB以上の大容量ディスクに対応している
マザーボード上のメモリに書き込まれており、コンピューターに接続されたドライブやキーボードなどを制御するプログラム群として、正しいものを選択してください。,DLLファイル,OS,フラッシュメモリ,BIOS,BIOS
"1969年にAT&Tベル研究所で開発され、その後AIX, HP-UX, Solaris, BSDなど多くの派生形が生まれているOSの名称として、最も適切なものを選択してください。",UNIX,Linux,MS-DOS,Windows,UNIX
Windowsの説明として、誤っているものを選択してください。,インターフェースはCUIを採用している,インターフェースはGUIを採用している,マルチタスクで動作する,MS-DOS の後継として開発したOSである,インターフェースはCUIを採用している
周辺機器がOS上で動くためのソフトウェアとして、正しいものを選択してください。,オープンソース,スワップファイル,デバイスドライバ,プラグアンドプレイ,デバイスドライバ
プラグアンドプレイについての説明として、正しいものを選択してください。,実行中のアプリケーションを管理し、実行不能になったアプリケーションを強制的に終了する機能,ハードディスクをあたかもメモリのように利用する機能,パソコンに周辺機器を接続すると、OSが自動的に必要なソフトウェアのインストールと設定を行う機能,パソコンに接続した入出力機器をコントロールするインタフェース,パソコンに周辺機器を接続すると、OSが自動的に必要なソフトウェアのインストールと設定を行う機能
コンピューターにハードウェアを接続するだけで、ハードウェアに必要なソフトウェアがインストールされ、すぐにハードウェアが使用できる機能の名称として、正しいものを選択してください。,マルチタスク,オープンソース,デバイスドライバ,プラグアンドプレイ,プラグアンドプレイ
BIOSについての説明で、正しいものを選択してください。,マザーボード上のフラッシュメモリに書き込まれた、コンピューターのハードウェアを制御するための基本的なプログラムである,周辺機器がOS上で動くためのソフトウェアである,PCの電源を入れると、まずWindowsが読み込まれ、次にHDDからBIOSなどのOSが読み込まれる,ハードウェアとアプリケーションソフトを仲介し制御する、コンピューターを動作させるために必要な基本ソフトウェアである,マザーボード上のフラッシュメモリに書き込まれた、コンピューターのハードウェアを制御するための基本的なプログラムである
デバイスドライバの記述として、最も適切なものを選択してください。,実行中のアプリケーションを管理し、実行不能になったアプリケーションを強制的に終了する機能,周辺機器がOS上で動くためのソフトウェア,ソフトウェアを購入した際、ユーザーに与えられる権利,ハードディスクをあたかもメモリのように利用する基本ソフト,周辺機器がOS上で動くためのソフトウェア
GIGAスクール構想で注目されたGoogle社のPC用OSの名称として、正しいものを選択してください。,Android,macOS,iOS,Chrome OS,Chrome OS
BIOSとUEFIの記述について、正しいものを選択してください。,UEFIはBIOSに代わる新しいファームウェアである,UEFIは2TBまでのディスクにしか対応していないが、BIOSは2TB以上のディスクにも対応している,BIOSはパケットの動作パターンなどから不正アクセスを検出し管理者に通知する仕組みで、ITFIはパケット防御機能が追加される,BIOSにはセキュアブートの機能が備わっているが、UEFIには備わっていない,UEFIはBIOSに代わる新しいファームウェアである
"以下の説明に当てはまる語句として、正しいものを選択してください。

2TB以上のディスクに対応しているほか、遠隔診断やセキュアブートなどセキュリティ機能が強化されている新しいファームウェアです。",BIOS,HDMI,DRAM,UEFI,UEFI
データベースソフトの説明として、正しいものを選択してください。,絵を描いたり、写真を加工することができるソフト,プレゼンテーションを目的としたスライドを作成したり、視覚的にアピールすることができるソフト,パソコンで出版物の編集やレイアウトを行うソフト,データの管理、検索、抽出を目的として利用するソフト,データの管理、検索、抽出を目的として利用するソフト
2022年6月にサポートが終了したブラウザとして、正しいものを選択してください。,Internet Explorer,Edge,Firefox,Safari,Internet Explorer
DTPソフトの種類として、不適切なものを選択してください。,Scribus,InDesign,Keynote,QuarkXPress,Keynote
"アプリケーションソフトの内容についての説明として、最も適切なものを選択してください。

企画や提案の場において、プロジェクタを使用して、視覚的にアピールする動きや音声をつけ、より説得力ある資料を作成することができます。",Excel,Access,Word,PowerPoint,PowerPoint
プレゼンテーションソフトの説明として、正しいものを選択してください。,絵を描いたり、写真を加工することができるソフト,企画や提案のためのスライドを作成したり、視覚的にアピールすることができるソフト,パソコンで出版物の編集やレイアウトを行うソフト,データの管理、検索、抽出を目的として利用するソフト,企画や提案のためのスライドを作成したり、視覚的にアピールすることができるソフト
Microsoftが発表しているInternet Explorerの後継のブラウザとして、正しいものを選択してください。,Edge,Chrome,Firefox,Safari,Edge
オープンソースソフトウェアの記述として、正しいものを選択してください。,利用できる人数、インストール可能なPCの台数、利用可能期間、利用場所などの条件に従った利用が可能なソフトウェア,プログラムコードを入手することができ、自由に改変・再配布などができるライセンスの下で配布されるソフトウェア,一時的な利用は無償だが、継続的に利用する場合に指定の金額を支払うことによって利用権が与えられるソフトウェア,無償で入手できるソフトウェア,プログラムコードを入手することができ、自由に改変・再配布などができるライセンスの下で配布されるソフトウェア
ソフトウェアのライセンスについて、不適切なものを選択してください。,多数の利用者がいる企業では、複数ライセンスのパッケージを購入する方法がある,ソフトウェアの使用許諾契約の範囲内において、バックアップ用にコピーすることは認められている,ソフトウェアを購入した際、購入者には「使用する権利」が与えられるだけである,ソフトウェアは自分で正規に購入したものであれば、コピーしたものを他人に譲渡してもいい,ソフトウェアは自分で正規に購入したものであれば、コピーしたものを他人に譲渡してもいい
拡張子の記述として、誤っているものを選択してください。,csvとはAcrobatで作成された電子文書ファイルである,jpegとは写真などに利用される圧縮形式の画像ファイルである,xlsxとはExcelで作成したファイルに付けられた拡張子である,exeとはアプリケーションプログラムの実行ファイルである,csvとはAcrobatで作成された電子文書ファイルである
"お客様に重要なデータを送信する際に「暗号化Zipファイルとそのパスワードを記述したメールを別送する」という方法（通称：PPAP）は、批判が多く廃止される傾向にあります。
PPAPの代替案として、最も適切なものを選択してください。",暗号化Zipファイルとパスワードを同一のメールで送信する,クラウドストレージを利用してURLを共有する,Zoomなどのオンラインツールを用いてファイル転送する,Zip圧縮を行わず、そのまま送信する,クラウドストレージを利用してURLを共有する
Windows11の特徴として、正しいものを選択してください。,iPhoneアプリが動作可能となった,Zoomが標準搭載された,Microsoft Teamsが標準搭載された,Microsoft 365が標準搭載された,Microsoft Teamsが標準搭載された
"（　　　）に当てはまる語句として、正しいものを選択してください。

（　　　）版 Windows は、通常のWindowsと比較しバッテリー持ちがよく、スマートフォンのように常にネットに接続できる。",ARM,AMD,MIPS,IE,ARM
"（　　　）に当てはまる語句として、正しいものを選択してください。

Windows10は、スマートフォン・タブレット向けや（　　　）向けのエディションが追加された。",IE,Aero,MIPS,IoT,IoT
Windowsのフォルダ（ディレクトリ）管理の説明で、正しいものを選択してください。,階層構造の最上位を「サブディレクトリ」という,Windowsではディレクトリの表記方法は「／」を使用する,Windowsではルートディレクトリはドライブを指す,Windowsではフォルダやファイルを直列構造で管理している,Windowsではルートディレクトリはドライブを指す
Windowsのファイル管理の説明で、誤っているものを選択してください。,Windowsではフォルダやファイルを階層的な構造で管理している,作業している途中の情報は一時的に保存され「テンポラリファイル」と呼ばれる,ディレクトリには別のディレクトリを作成することができ、これをサブディレクトリという,階層構造ディレクトリの最上位を「サブディレクトリ」といいます,階層構造ディレクトリの最上位を「サブディレクトリ」といいます
Windowsで利用する単体では実行できないプログラムの実行ファイルの拡張子として、正しいものを選択してください。,dll,ini,wmf,avi,dll
"以下の説明に当てはまるOSとして、最も適切なものを選択してください。

Microsoft Teams が標準搭載され、Androidアプリが動作可能となった",Windows Server 2022,Windows 8,Windows 10,Windows 11,Windows 11
データ構造を記述するための言語として、正しいものを選択してください。,Perl,Swift,PHP,XML,XML
プログラミング言語のうち、Webアプリケーションや組み込みアプリの制作などで利用され、近年は「機械学習」や「統計解析」など、AIやIoT分野でのデータ解析などでも利用されるものとして、正しいものを選択してください。,Python,Swift,Objective-C,.NET Framework,Python
Pythonの特徴として、正しいものを選択してください。,文法を極力単純化することによって、プログラマーが書きやすく、解釈しやすいことを重視して設計されている,仮想マシンがプラットフォームの違いを吸収するため、他のPCやOSで作成されたプログラムでも実行できる,W3Cによって策定されたデータ構造を記述するための言語である,C言語をベースにSmalltalk言語を取り入れたプログラミング言語である,文法を極力単純化することによって、プログラマーが書きやすく、解釈しやすいことを重視して設計されている
Objective-Cの特徴についての記述として、正しいものを選択してください。,C言語をベースにSmalltalk言語を取り入れている,特にGoogleの検索サービスやGoogleマップ等のアプリケーションにより注目を集めるようになった,1987年に開発されて以来、Webアプリケーションをはじめ、システム処理やテキスト処理などのプログラムを記述するために用いられる,ソフトウェア間の通信・情報交換に用いるデータ形式や、様々な種類のデータを保存するためのファイルフォーマット等の定義に使われている,C言語をベースにSmalltalk言語を取り入れている
AJAXによって高機能なWebアプリケーションが実現できるようになった開発言語として、正しいものを選択してください。,Perl,PHP,Objective-C,JavaScript,JavaScript
小規模なアプリケーションや単一機能のシンプルなアプリケーションの開発に適した、プログラミングに関するスキルがなくても手軽にアプリケーション開発できる手法として、正しいものを選択してください。,ノーコード,ローコード,ソースコード,QRコード,ノーコード
ノーコード・ローコードツールとして、正しいものを選択してください。,kintone,Microsoft Office365,Microsoft Teams,AWS EC2,kintone
"ローコードの説明として、正しいものを選択してください。

",ソースコードを記述するが、プログラミングの知識がなくてもアプリケーション開発ができる,ソースコードを記述するため、アプリケーション開発にはプログラミングの知識が必要である,ソースコードを書かずにアプリケーション開発ができるため、プログラミングの知識がなくても開発できる,ソースコードを書かずにアプリケーション開発ができるが、プログラミングの知識は必要である,ソースコードを記述するため、アプリケーション開発にはプログラミングの知識が必要である
周辺機器とのトラブル対処法として、正しいものを選択してください。,ハードディスクのディスククリーンアップを実施する,ハードディスクのディスクデフラグを実施する,OS（バージョン）に対応しているドライバがインストールされているか確認する,サージプロテクタを機器に取り付ける,OS（バージョン）に対応しているドライバがインストールされているか確認する
パソコンの電源を入れるとディスプレイに「Operating System not found」と表示されました。原因として一番考えられるものを選択してください。,ハードディスクの容量が少なくなっている,ハードディスクが故障している,パソコンとディスプレイを繋ぐケーブルが外れている,ハードディスクの読み書きをするうちに断片化が多数発生している,ハードディスクが故障している
PCが起動しない場合に、まずはじめに確認することとして、正しいものを選択してください。,OSのバージョン,メモリの容量,使用年数,物理的な接続,物理的な接続
同僚から入手し、パソコンに保存したABC．docxというファイルが開けません。原因として考えられるもので、最も適切なものを選択してください。,BIOSの設定ミス,ハードディスクの故障,ファイル形式の互換性がない,ネットワークケーブルが接続されていない,ファイル形式の互換性がない
"（　　　）に当てはまる語句として、正しいものを選択してください。

アプリケーションソフトを削除したら、今まで起動できていたアプリケーションが起動しなくなった。原因の1つとして、既存の（　　　）が書き換えられたか、削除されてしまったと考えられる。",デフラグ,OS,BIOS,DLLファイル,DLLファイル
メールに添付されたファイルをダブルクリックしたところ、ファイルが開きませんでした。原因の1つとして、最も適切なものを選択してください。,BIOSが壊れている,TCP／IPの設定誤り,アプリケーションと関連づいたファイル形式になっていない,ドライバのバグ,アプリケーションと関連づいたファイル形式になっていない
保存済みのファイルが開かないときの対処方法として、不適切なものを選択してください。,OSをアップデートし最新の状態にする,メモリを追加する,アプリケーションと正しく関連づいた拡張子であるか確認する,アプリケーションソフトをアップデートし最新の状態にする,メモリを追加する
Windowsの各種設定や周辺機器の設定を行うものとして、正しいものを選択してください。,タスクバー,エクスプローラ,コントロールパネル,タスクマネージャ,コントロールパネル
タスクマネージャの役割として、不適切なものを選択してください。,実行中のアプリケーションを確認することができる,CPUの使用率やメモリの使用量が確認できる,アプリケーションが操作不能になった場合、強制終了させることができる,PCが正常に動作しなくなった場合、正常だった状態のシステムに戻すことができる,PCが正常に動作しなくなった場合、正常だった状態のシステムに戻すことができる
タスクマネージャの説明として、正しいものを選択してください。,PCのパフォーマンスに関する情報をリアルタイムに監視し、制御する,Windowsの各種機能の追加や、不要な機能を削除することができる,タスクマネジャーの機能としてディスクデフラグができる,ネットワーク上の他のパソコンのタスクをコントロールする,PCのパフォーマンスに関する情報をリアルタイムに監視し、制御する
タスクマネージャの機能として、正しいものを選択してください。,アプリケーションがOSの機能を利用したり、ハードウェアを制御するためのしくみを提供している,アプリケーションが操作不能になった場合に、強制終了させることができる,ネットワーク上の他のパソコンをリモートで操作することができる,ネットワーク上の他のパソコンの負荷状況が監視できる,アプリケーションが操作不能になった場合に、強制終了させることができる
"お客様から「自社内のみで見ることができる掲示板やスケジュール管理システムを構築したい。どのようなネットワークを構築すればよいか」と質問を受けました。
お客様への回答として、最も適切なものを選択してください。",インターネットを構築します,イントラネットを構築します,エクストラネットを構築します,IPv6対応のネットワークを構築します,イントラネットを構築します
"以下の説明に当てはまる語句として、最も適切なものを選択してください。

・企業や各家庭内のコンピューターが相互接続された世界規模のネットワーク
・TCP/IPプロトコルが使用される",エクストラネット,イントラネット,インターネット,WAN,インターネット
インターネット技術を利用して企業独自のネットワーク体系を構築し、情報の共有やスケジュール管理などに利用する方法として、正しいものを選択してください。,エクストラネット,ARPANET,WAN,イントラネット,イントラネット
ネットワークを利用するメリットとして、誤っているものを選択してください。,迅速な情報伝達,運用管理が不要,リソースの共有,セキュリティの確保,運用管理が不要
WANの特徴として、正しいものを選択してください。,地理的に離れた場所にあるLAN同士を接続した広域のネットワーク,インターネット技術を利用した、一つの企業内で情報共有を可能としたネットワーク,オフィス内や建物内など比較的狭い範囲で設置されたコンピューター同士を接続するネットワーク,企業や家庭内のコンピューターが全世界規模で相互接続されたネットワーク形態,地理的に離れた場所にあるLAN同士を接続した広域のネットワーク
"ネットワークの説明として、正しいものを選択してください。

",LANとは建物間、拠点間を接続する広域のネットワークをいう,WANとは、比較的狭い範囲で設置されたコンピューター同士を接続するネットワークをいう,イントラネットはインターネット技術を利用した企業内ネットワークをいう,インターネットは複数の企業のイントラネット同士を結んだネットワークをいう,イントラネットはインターネット技術を利用した企業内ネットワークをいう
モバイル通信で使われるサービスとして、不適切なものを選択してください。,LTE,4G,WiMax,FTTH,FTTH
キャリアのアクセスポイントから利用場所まで光ファイバを直接引き込んで利用する方法として、正しいものを選択してください。,WiMAX,3GPP,LTE,FTTH,FTTH
光通信とも呼ばれ、回線業者から利用場所までを光ファイバを使用して接続する通信サービスとして、正しいものを選択してください。,モバイル通信,PSTN,FTTH,DHCP,FTTH
"以下の説明に当てはまる語句として、正しいものを選択してください。

中・低軌道に打ち上げた多数の小型非静止衛星を連携させて一体的に運用するシステムで、衛星を利用するため、緊急時・平時を問わず、陸上・海上・航空機上など世界のあらゆる場所から利用できます。",衛星コンステレーション,MVNO,第5世代移動通信システム,モバイルWiMAX,衛星コンステレーション
接続先がハブかコンピューターかを自動判別する機能の名称として、正しいものを選択してください。,スイッチング,AutoRun,カスケード,Auto－MDI／MDI－X,Auto－MDI／MDI－X
ネットワークインターフェースカードに出荷時から割り当てられているアドレスとして、正しいものを選択してください。,URL,IPアドレス,MACアドレス,ネットワークアドレス,MACアドレス
ルータの記述として、誤っているものを選択してください。,ルーティング機能が備わっている,IPアドレスでデータの送信先を判断してやり取りをする,異なるLAN同士を相互接続する装置である,MACアドレスでデータの送信先を判断してやり取りをする,MACアドレスでデータの送信先を判断してやり取りをする
FTTHについての記述で、誤っているものを選択してください。,アナログ信号をデジタル信号にモデムによって変換させる通信手段である,回線事業者から利用場所までを光ファイバを使って接続する通信手段である,光通信とも呼ばれる通信手段です,メディアコンバータを設置し電気信号への変換を行う,アナログ信号をデジタル信号にモデムによって変換させる通信手段である
ツイストペアケーブルの説明として、正しいものを選択してください。,PCとスイッチングハブを接続する際にはツイストペアケーブルを使用する,ツイストペアケーブルには規格があり、1000Mbpsのスピードが必要であればカテゴリ3のケーブルを使用する,ツイストペアケーブルは、光信号でデータの送受信を行うケーブルである,ツイストペアケーブルの最大ケーブル長は50mである,PCとスイッチングハブを接続する際にはツイストペアケーブルを使用する
LANの接続形態のなかで、複数のPCをハブを中心に接続する形態として、正しいものを選択してください。,リング型,バス型,ピアツーピア型,スター型,スター型
有線ネットワークの構成要素（機器）として、誤っているものを選択してください。,ハブ,NIC,トポロジ,ネットワークケーブル,トポロジ
異なるLAN同士、またLANとWANを相互接続する装置として、正しいものを選択してください。,ハブ,ルータ,スイッチングハブ,スプリッタ,ルータ
PCとスイッチ間を1000Mbpsで通信したい。1000BASE-T対応の機器として準備しなければならないものの組み合わせとして、正しいものを選択してください。,スイッチ,NIC（PC）、スイッチ,ケーブル、スイッチ,NIC（PC）、ケーブル、スイッチ,NIC(PC)、ケーブル、スイッチ
スイッチングハブの説明として、最も適切なものを選択してください。,すべてのポートにデータを流す,必要なポートのみにデータを伝送する,レイヤー3スイッチとも呼ばれる,IPアドレスでルーティングする,必要なポートのみにデータを伝送する
"（　　　）に当てはまる語句として、最も適切なものを選択してください。

ノートPCなどのモバイル端末は、無線LANスポットで（　　　）経由で通信接続することができます。",スプリッタ,FTTH,WiMAX,WiFi,WiFi
"10年前に構築した100Mbpsの社内ネットワーク（有線LAN）を使用されているお客様から「1000Mbpsに速度アップするためにスイッチングハブやルータ、各PCやサーバーのNICを1000Mbps対応のものに取り替えたが速くならない。どうしてか」と相談を受けました。
お客様への回答として、最も適切なものを選択してください。",機器同士の相性が悪いので別の機器を購入してください,スイッチングハブではなく、ハブ（リピーターハブ）を使用してください,ケーブルがカテゴリ5e以上か確認してください,無線LANに変更してください,ケーブルがカテゴリ5e以上か確認してください
衛星コンステレーションに関する記述として、正しいものを選択してください。,2時間の映画を3秒でダウンロードできる超高速、超低遅延が特長である規格,中・低軌道に打ち上げた多数の小型非静止衛星を連携させて一体的に運用するシステム,低消費電力で長距離のデータ通信を可能とする無線通信技術,中距離向け無線通信規格であるWiMAXを、移動体通信用に屋外での高速移動時にも通信できる規格,中・低軌道に打ち上げた多数の小型非静止衛星を連携させて一体的に運用するシステム
